transID,userID,catID,transAmt,transDate,createdAt,updatedAt,transDesc,transPaymentMethod
7fbe9703-7875-4c36-8d95-0a4f68528fde,bbeb7d1c-4820-481a-84b6-302371fb9a50,6dab2073-ff40-4704-8a15-0d3593de8c52,5.0,2026-07-03,2026-07-03 04:49:17.603301,2026-07-03 04:49:17.603301,lunchh,Cash
01a4300e-23db-452a-a7a4-4c8a4156a3e2,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,20.0,2026-07-06,2026-07-06 01:26:05.127725,2026-07-06 01:26:05.127725,Lunch,Cash
a5c1deb4-3021-424c-9e72-9946d49f8429,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,113.0,2026-07-02,2026-07-06 01:27:31.173853,2026-07-06 01:27:31.173853,transport,Credit Card
696d6aa0-0e21-4752-9e8d-49796f043a7b,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,170.0,2026-07-06,2026-07-06 01:28:06.085599,2026-07-06 01:28:06.085599,dinner,Bank Transfer
3be84431-9852-4dfd-b7d5-b6ebf89d594e,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,11.04,2025-07-10,2025-07-10 20:48:00.000000,2025-07-10 20:48:00.000000,Bus fare,PayNow
b5e266b4-1c2d-496a-a20f-a0596a47cc20,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,7.0,2025-07-10,2025-07-10 22:12:00.000000,2025-07-10 22:12:00.000000,Lunch,Credit Card
e4cb470a-0767-4133-8d80-db84131d9d77,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.16,2025-07-10,2025-07-10 10:30:00.000000,2025-07-10 10:30:00.000000,Petrol,Bank Transfer
4a3791f8-7213-48c8-a0c9-77536e1062c9,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,6.05,2025-07-11,2025-07-11 18:12:00.000000,2025-07-11 18:12:00.000000,Taxi,Cash
fa9d7512-5cc6-4659-9564-4c1e55e8fcd9,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,3.38,2025-07-11,2025-07-11 13:38:00.000000,2025-07-11 13:38:00.000000,lunchh,Credit Card
9f7370a4-d7ba-403c-bb70-4ec729a32de9,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,12.47,2025-07-11,2025-07-11 08:58:00.000000,2025-07-11 08:58:00.000000,Netflix subscription,EZ-Link
2b12d5af-2c79-4779-9e0b-ef715e8a6665,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,10.01,2025-07-11,2025-07-11 20:22:00.000000,2025-07-11 20:22:00.000000,Lunch at food court,PayNow
5b140f3f-6248-4001-ba34-f3113eafc165,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,13.16,2025-07-11,2025-07-11 16:50:00.000000,2025-07-11 16:50:00.000000,Snacks,EZ-Link
5eb3987f-9671-4c4d-ad6c-94fdf2c08892,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,1.7,2025-07-12,2025-07-12 20:29:00.000000,2025-07-12 20:29:00.000000,Snacks,Credit Card
a50a695e-c5cb-4f67-9058-562698566b65,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,15.27,2025-07-12,2025-07-12 10:28:00.000000,2025-07-12 10:28:00.000000,Dinner at hawker center,Credit Card
7eb2b34d-07f3-4e91-a5d0-a81f491e381a,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,2.81,2025-07-12,2025-07-12 10:33:00.000000,2025-07-12 10:33:00.000000,Coffee,PayNow
2168e1bc-fc7a-41d8-99b3-4e1029491aa1,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.33,2025-07-12,2025-07-12 16:42:00.000000,2025-07-12 16:42:00.000000,Bus fare,Bank Transfer
9dd4a7dd-4b16-423f-b35b-6865b55b9bc2,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.24,2025-07-13,2025-07-13 08:26:00.000000,2025-07-13 08:26:00.000000,Petrol,Credit Card
b0e98e26-1686-4a17-9366-042397351dda,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,14.29,2025-07-13,2025-07-13 10:17:00.000000,2025-07-13 10:17:00.000000,lunchh,PayNow
624a23e3-b893-4d8e-9139-def54c2f1443,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,12.55,2025-07-13,2025-07-13 17:25:00.000000,2025-07-13 17:25:00.000000,transport,Credit Card
53b9a26a-15be-44e0-b8b9-34eec2493c81,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,14.64,2025-07-13,2025-07-13 18:26:00.000000,2025-07-13 18:26:00.000000,MRT fare to work,Credit Card
2fd70a32-c71c-4c05-a656-018d6dc29500,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,11.49,2025-07-14,2025-07-14 22:34:00.000000,2025-07-14 22:34:00.000000,Dinner at hawker center,Credit Card
6903ce3b-1994-4f0c-8e94-78d434e0df26,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,6.49,2025-07-14,2025-07-14 19:23:00.000000,2025-07-14 19:23:00.000000,Dinner,PayNow
5d67a91a-a2cb-456a-96c6-862070e96585,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,10.1,2025-07-15,2025-07-15 16:46:00.000000,2025-07-15 16:46:00.000000,Taxi,PayNow
517aea5e-b6c0-49cf-9866-bbb1276e212f,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,10.2,2025-07-16,2025-07-16 15:38:00.000000,2025-07-16 15:38:00.000000,popular,Cash
39dd3b3c-2e20-42e7-84ab-9cd92b9120f4,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.18,2025-07-16,2025-07-16 22:12:00.000000,2025-07-16 22:12:00.000000,Taxi,Cash
7395e8db-0731-4a91-9d6f-98a04e935e9f,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,7.41,2025-07-16,2025-07-16 08:40:00.000000,2025-07-16 08:40:00.000000,Dinner,EZ-Link
839afb80-986f-45b9-89e6-504a45d258ae,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,11.69,2025-07-17,2025-07-17 07:58:00.000000,2025-07-17 07:58:00.000000,Bus fare,PayNow
a06524f6-fffa-4bb5-a7b0-8738e8452381,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,3.57,2025-07-17,2025-07-17 06:52:00.000000,2025-07-17 06:52:00.000000,transport,PayNow
0e1f0e8c-2ebc-4a70-98ad-8d4a97438e55,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.55,2025-07-17,2025-07-17 16:29:00.000000,2025-07-17 16:29:00.000000,MRT fare to work,Bank Transfer
918d294a-de42-4cea-9faa-a5e028b92659,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,6.3,2025-07-17,2025-07-17 13:36:00.000000,2025-07-17 13:36:00.000000,Game purchase,Credit Card
6e74006b-e5c7-4fc8-9370-ba0a5243728f,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,61.54,2025-07-18,2025-07-18 07:14:00.000000,2025-07-18 07:14:00.000000,Internet bill payment,Credit Card
8594b5ee-f046-4316-9a75-987516045a06,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.28,2025-07-18,2025-07-18 17:04:00.000000,2025-07-18 17:04:00.000000,transport,Credit Card
bf8b7fe9-8d7b-4653-a06c-ed04a05cd640,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2.93,2025-07-19,2025-07-19 10:10:00.000000,2025-07-19 10:10:00.000000,Taxi,PayNow
c6facc9a-0d63-4388-85c0-9dc6eac097b7,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,10.79,2025-07-19,2025-07-19 06:05:00.000000,2025-07-19 06:05:00.000000,Netflix subscription,Credit Card
147022e0-1090-4116-b6c4-12d0a5c900cb,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,3.1,2025-07-19,2025-07-19 13:01:00.000000,2025-07-19 13:01:00.000000,Game purchase,Cash
9ca0dd27-7131-4685-a3a5-c6340272a6a9,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.19,2025-07-20,2025-07-20 20:23:00.000000,2025-07-20 20:23:00.000000,transport,Bank Transfer
d8b15bfa-5e64-4f26-9950-f9c11bd43a15,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,8.89,2025-07-21,2025-07-21 13:10:00.000000,2025-07-21 13:10:00.000000,popular,PayNow
05474cf1-43f7-467c-bdd4-1b9117205d87,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.03,2025-07-21,2025-07-21 08:20:00.000000,2025-07-21 08:20:00.000000,Petrol,PayNow
7dff6644-9224-4bf6-8aa6-94fd5183aa47,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.73,2025-07-21,2025-07-21 18:41:00.000000,2025-07-21 18:41:00.000000,MRT fare to work,Credit Card
9cf14d7c-d949-4a31-ba10-13ed9c59fb91,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,9.43,2025-07-21,2025-07-21 12:39:00.000000,2025-07-21 12:39:00.000000,McDonald's,PayNow
488ba834-335c-4d47-a0cd-9bea5a4286df,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,11.42,2025-07-22,2025-07-22 13:39:00.000000,2025-07-22 13:39:00.000000,McDonald's,Bank Transfer
64ef99e2-6a3d-4983-be15-1695aaaa43b8,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,1.0,2025-07-22,2025-07-22 08:06:00.000000,2025-07-22 08:06:00.000000,Concert,Credit Card
3d6daa63-ba0d-4f48-96bd-63ab8b4494e3,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.03,2025-07-22,2025-07-22 12:26:00.000000,2025-07-22 12:26:00.000000,Taxi,PayNow
6bf48d3a-5daa-4e3c-b449-2b66abf7afe3,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,11.24,2025-07-23,2025-07-23 06:03:00.000000,2025-07-23 06:03:00.000000,transport,Credit Card
72c508c2-4103-4c7d-adbb-8c63232513ae,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,7.68,2025-07-24,2025-07-24 13:04:00.000000,2025-07-24 13:04:00.000000,Dinner at hawker center,EZ-Link
5af26ccc-b41b-4c03-a773-6cdc39acafea,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,5.27,2025-07-24,2025-07-24 09:35:00.000000,2025-07-24 09:35:00.000000,lunchh,Bank Transfer
0d995cf9-fe41-4986-b511-76a9826656ea,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,4.6,2025-07-24,2025-07-24 20:25:00.000000,2025-07-24 20:25:00.000000,lunchh,PayNow
6f05f02e-9841-4967-bcaa-bd5f657221fc,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.46,2025-07-24,2025-07-24 06:46:00.000000,2025-07-24 06:46:00.000000,Taxi,Bank Transfer
7820ae48-1514-40d7-b5c6-63c5703daa5d,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,4.04,2025-07-25,2025-07-25 19:39:00.000000,2025-07-25 19:39:00.000000,popular,Bank Transfer
89399241-8657-4133-95e6-1cf3f61845c1,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,14.6,2025-07-25,2025-07-25 19:36:00.000000,2025-07-25 19:36:00.000000,Spotify,Credit Card
6f5cf500-1d6b-404a-9a5b-cc1453794983,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,8.79,2025-07-25,2025-07-25 13:14:00.000000,2025-07-25 13:14:00.000000,Lunch at food court,Cash
850575fe-485e-4235-8332-b6b93f8929f8,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,12.32,2025-07-25,2025-07-25 15:51:00.000000,2025-07-25 15:51:00.000000,popular,PayNow
41fd241f-2fa6-4594-8f6b-e31d0ea2ded1,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,7.89,2025-07-25,2025-07-25 16:37:00.000000,2025-07-25 16:37:00.000000,Dinner,Credit Card
60afe2e1-9027-438f-8bf5-9f1ba16f43c2,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,5.38,2025-07-26,2025-07-26 12:51:00.000000,2025-07-26 12:51:00.000000,Coffee,PayNow
e23e9391-1215-4b7e-9e89-fb7c22f52a72,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,12.27,2025-07-26,2025-07-26 22:06:00.000000,2025-07-26 22:06:00.000000,Lunch,EZ-Link
9a20427c-b190-4ff2-a2ce-3ec632999ca7,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,1.54,2025-07-26,2025-07-26 13:48:00.000000,2025-07-26 13:48:00.000000,Movie tickets,PayNow
35c2dbd4-1163-4da1-b733-65b2091fddca,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2.98,2025-07-27,2025-07-27 21:39:00.000000,2025-07-27 21:39:00.000000,Concert,Credit Card
c01d3de5-62b0-4f18-969f-b0e941f12c87,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,11.9,2025-07-27,2025-07-27 20:49:00.000000,2025-07-27 20:49:00.000000,Grab ride,EZ-Link
e8cbb633-ccc2-4ea6-b55a-54f55b0cd065,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,13.57,2025-07-27,2025-07-27 09:00:00.000000,2025-07-27 09:00:00.000000,Spotify,Bank Transfer
73ab0068-9288-443e-a573-877eca4aa0fe,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.45,2025-07-28,2025-07-28 12:28:00.000000,2025-07-28 12:28:00.000000,MRT fare to work,Cash
07fe07a8-155c-4556-955e-9bca9c3208e6,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.67,2025-07-28,2025-07-28 13:53:00.000000,2025-07-28 13:53:00.000000,MRT fare to work,PayNow
b0a14e39-a7b9-42e0-afd6-5f2b4a74c15e,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,4.11,2025-07-28,2025-07-28 06:27:00.000000,2025-07-28 06:27:00.000000,Grab ride,Bank Transfer
4dcc4c42-6dfb-4356-9beb-fde61435cb80,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,6.37,2025-07-29,2025-07-29 21:17:00.000000,2025-07-29 21:17:00.000000,Snacks,Credit Card
e9adabc1-31bd-4a71-9c1d-b3cf676dc833,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,4.69,2025-07-29,2025-07-29 21:18:00.000000,2025-07-29 21:18:00.000000,Taxi,PayNow
0651cee4-4e5c-4afe-864f-7bfc9daaf403,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,3.65,2025-07-29,2025-07-29 07:02:00.000000,2025-07-29 07:02:00.000000,Game purchase,EZ-Link
3496e042-a388-4979-8878-28b0967790e9,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,5.82,2025-07-29,2025-07-29 11:29:00.000000,2025-07-29 11:29:00.000000,popular,Credit Card
9c3c264e-a4d5-43b7-af1a-f046e49aa8f9,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,8.53,2025-07-30,2025-07-30 22:49:00.000000,2025-07-30 22:49:00.000000,McDonald's,Cash
5544f8d8-1462-4cf9-9d99-84c890d9c134,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.5,2025-07-30,2025-07-30 13:01:00.000000,2025-07-30 13:01:00.000000,Petrol,Cash
47ae5733-faf9-48b9-8c8e-0865d46c4acc,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.01,2025-07-30,2025-07-30 09:25:00.000000,2025-07-30 09:25:00.000000,Grab ride,PayNow
2f614cad-857a-41a9-af22-691ca292bba7,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,6.95,2025-07-30,2025-07-30 10:10:00.000000,2025-07-30 10:10:00.000000,transport,Credit Card
47efdf8a-21d4-43f2-bbba-566e4300aa59,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,14.34,2025-07-31,2025-07-31 15:21:00.000000,2025-07-31 15:21:00.000000,Spotify,Bank Transfer
823ec1a4-6dd5-4cf5-a9ed-7ecf474b35ad,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,8.53,2025-07-31,2025-07-31 11:26:00.000000,2025-07-31 11:26:00.000000,Bubble tea,Credit Card
4db974d4-0915-4b02-a264-9329c01a130f,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,5.19,2025-07-31,2025-07-31 18:16:00.000000,2025-07-31 18:16:00.000000,lunchh,PayNow
8d498d67-5edf-4934-bc00-9669ba551662,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.03,2025-08-01,2025-08-01 16:00:00.000000,2025-08-01 16:00:00.000000,Bus fare,PayNow
78d78840-5d4a-4d89-ab02-df766946b140,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,6.52,2025-08-01,2025-08-01 13:10:00.000000,2025-08-01 13:10:00.000000,Dinner at hawker center,Cash
627ba846-382c-4916-aa1c-36d6aa7d17b5,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,3.08,2025-08-02,2025-08-02 09:46:00.000000,2025-08-02 09:46:00.000000,Game purchase,Bank Transfer
10bd7d90-fb1d-4016-8ee4-f7933ac3d798,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,8.58,2025-08-02,2025-08-02 18:42:00.000000,2025-08-02 18:42:00.000000,Dinner,Cash
efcc39d6-56a3-434c-8b50-a2d7a7af2a92,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,6.36,2025-08-02,2025-08-02 14:08:00.000000,2025-08-02 14:08:00.000000,Bubble tea,Cash
8a3ec6ec-c18e-4085-8354-75a4b9057c22,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,10.69,2025-08-02,2025-08-02 12:34:00.000000,2025-08-02 12:34:00.000000,Concert,Credit Card
f117a45b-0f1d-4a24-a657-4ce10b644a6a,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,14.04,2025-08-02,2025-08-02 17:50:00.000000,2025-08-02 17:50:00.000000,Coffee,Credit Card
87b71938-daa6-44cf-ac11-c651b4fc60c0,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,9.34,2025-08-03,2025-08-03 17:15:00.000000,2025-08-03 17:15:00.000000,Bubble tea,Bank Transfer
0f432690-7d3c-483f-b0fc-a0e9acf3f7c3,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,13.34,2025-08-04,2025-08-04 14:44:00.000000,2025-08-04 14:44:00.000000,Grab ride,Credit Card
a830d4d1-4fee-4a76-b0e7-324d28f9c9e1,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,1.96,2025-08-04,2025-08-04 20:52:00.000000,2025-08-04 20:52:00.000000,Snacks,Cash
ed14e6bf-f25d-465e-b698-a7fa9140c2d2,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,6.66,2025-08-04,2025-08-04 13:49:00.000000,2025-08-04 13:49:00.000000,Bus fare,PayNow
85dbe32d-c4fd-4cec-8a44-7292316533b0,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,8.1,2025-08-04,2025-08-04 15:38:00.000000,2025-08-04 15:38:00.000000,Movie tickets,Bank Transfer
f5fc0b46-9801-4703-8042-36f81654d438,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,8.7,2025-08-04,2025-08-04 18:33:00.000000,2025-08-04 18:33:00.000000,McDonald's,PayNow
6ef86507-5868-4ce2-92ea-22cfe954d550,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,1.0,2025-08-04,2025-08-04 12:14:00.000000,2025-08-04 12:14:00.000000,Movie tickets,EZ-Link
c895853a-87ae-4326-9070-58d5eea468db,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,3.65,2025-08-05,2025-08-05 15:33:00.000000,2025-08-05 15:33:00.000000,transport,Bank Transfer
0c89f6c8-cf89-462f-a704-b846104e466f,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,11.03,2025-08-05,2025-08-05 08:58:00.000000,2025-08-05 08:58:00.000000,Snacks,EZ-Link
ba6f0eb3-316d-4a57-9cd9-efed3dc896e5,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.64,2025-08-05,2025-08-05 22:28:00.000000,2025-08-05 22:28:00.000000,transport,PayNow
566852c4-f711-4e3b-b461-acdc2d862725,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2.38,2025-08-05,2025-08-05 15:29:00.000000,2025-08-05 15:29:00.000000,Movie tickets,EZ-Link
