budgetID,userID,catID,budgetStartDate,budgetEndDate,budgetLimit,budgetName,budgetDesc,budgetFreq
98a2541a-8f9b-4672-92b2-8048d86492ef,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-05-10,2026-06-09,177.92,Transport Budget,Monthly transport spending,monthly
ecf5f9eb-e9fc-40c1-a9cc-f559d42eaafe,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-05-10,2026-06-09,227.11,Utilities Budget,Monthly utilities spending,monthly
e58b5a78-0eea-48e9-bb9b-a9cd90ce53ef,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-05-10,2026-06-09,341.91,Food & Dining Budget,Monthly food & dining spending,monthly
2c452752-e0f8-42d9-a4a0-6250eb964fb8,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-06-10,2026-07-09,126.94,Entertainment Budget,Monthly entertainment spending,monthly
3157a314-a8e1-498b-8e33-c6e103789b77,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-06-10,2026-07-09,139.67,Utilities Budget,Monthly utilities spending,monthly
b534d1e1-950a-4939-bde4-0d41a0f4220b,122c0ab9-bd89-4213-a59b-d8c5585a0c5f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-06-10,2026-07-09,365.98,Food & Dining Budget,Monthly food & dining spending,monthly
1a3a915e-bd30-47da-9129-5399945599f4,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-07-10,2025-08-09,178.5,Transport Budget,Monthly transport spending,monthly
85e9f1dc-5166-47c8-9209-a08fe037fdff,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-07-10,2025-08-09,269.06,Utilities Budget,Monthly utilities spending,monthly
bbdc8be6-93c9-47ba-802f-3b9e70da3c1e,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-07-10,2025-08-09,138.32,Entertainment Budget,Monthly entertainment spending,monthly
33cb9058-0a8d-4079-af98-f05026b4303b,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-07-10,2025-08-09,198.94,Food & Dining Budget,Monthly food & dining spending,monthly
45925fd9-448c-42ff-b34a-b20dc43fcce8,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-08-10,2025-09-09,218.71,Utilities Budget,Monthly utilities spending,monthly
1c266677-8503-4d67-91e8-a5d07f12d1fe,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-08-10,2025-09-09,149.44,Entertainment Budget,Monthly entertainment spending,monthly
f2396b8b-e0ca-4613-8d90-863c6a60058c,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-08-10,2025-09-09,253.22,Food & Dining Budget,Monthly food & dining spending,monthly
b8b4aab6-f920-4e54-beac-6900524cdb1a,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-08-10,2025-09-09,124.68,Transport Budget,Monthly transport spending,monthly
76387aa6-6188-41b4-9af2-91789fcc4386,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-09-10,2025-10-09,113.98,Entertainment Budget,Monthly entertainment spending,monthly
7f6a6414-3d3c-4b01-a0b3-c783ea57fb1f,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-09-10,2025-10-09,161.38,Utilities Budget,Monthly utilities spending,monthly
5a39dc26-145c-49c3-aea4-fb58feb60cb1,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-09-10,2025-10-09,309.03,Food & Dining Budget,Monthly food & dining spending,monthly
bccd8f10-9fc7-4857-b373-6fc10ee47921,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-09-10,2025-10-09,146.6,Transport Budget,Monthly transport spending,monthly
0c237a0a-022d-437c-a20d-84bf59b53224,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-10-10,2025-11-09,253.08,Food & Dining Budget,Monthly food & dining spending,monthly
cfce5114-ac79-448e-ae5b-a9fb3922cb7a,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-10-10,2025-11-09,136.96,Entertainment Budget,Monthly entertainment spending,monthly
a03cb35b-1bb4-4501-a3dc-abef149ee44f,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-11-10,2025-12-09,184.92,Entertainment Budget,Monthly entertainment spending,monthly
cb24421a-81dd-4100-8fc9-cd8a1c5ec9f3,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-11-10,2025-12-09,232.95,Utilities Budget,Monthly utilities spending,monthly
98655651-4f77-4953-8455-d1aa66e06bf8,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-11-10,2025-12-09,317.58,Food & Dining Budget,Monthly food & dining spending,monthly
807626cb-ba85-4308-b5ff-ca2dd2d2b8c9,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-11-10,2025-12-09,176.9,Transport Budget,Monthly transport spending,monthly
2f15d4bd-a81b-48ec-89a1-bcdee03ba6d2,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-12-10,2026-01-09,211.05,Food & Dining Budget,Monthly food & dining spending,monthly
af13e0c9-132d-4d72-b3ed-fb3b2175dca0,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-12-10,2026-01-09,110.85,Entertainment Budget,Monthly entertainment spending,monthly
fedb4354-25f7-493d-91d1-2f41ab900cfa,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-12-10,2026-01-09,238.51,Utilities Budget,Monthly utilities spending,monthly
63be7838-d4f9-4f5a-93d2-08a528578560,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-01-10,2026-02-09,111.61,Entertainment Budget,Monthly entertainment spending,monthly
4dedf901-c133-4b99-8917-873cd79cc81f,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-01-10,2026-02-09,189.67,Utilities Budget,Monthly utilities spending,monthly
e1f0c38c-16cb-40c8-9495-479a45a36b7d,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-01-10,2026-02-09,163.83,Transport Budget,Monthly transport spending,monthly
78a86cf7-d602-48ba-8fd5-309b546a64e7,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-02-10,2026-03-09,219.04,Food & Dining Budget,Monthly food & dining spending,monthly
394ceb79-df14-4e55-be63-adaa496a0abe,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-02-10,2026-03-09,159.24,Utilities Budget,Monthly utilities spending,monthly
6b1e3b96-d092-4258-b6a5-04376c5e1360,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-02-10,2026-03-09,153.81,Transport Budget,Monthly transport spending,monthly
720862e9-a513-44f1-83bf-0480c7f878c9,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-02-10,2026-03-09,70.02,Entertainment Budget,Monthly entertainment spending,monthly
1498fa7b-6080-4012-98ff-c5e292298d7f,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-03-10,2026-04-09,83.72,Entertainment Budget,Monthly entertainment spending,monthly
adf5bf5f-d6e4-4703-a753-a44180532ffb,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-03-10,2026-04-09,250.96,Food & Dining Budget,Monthly food & dining spending,monthly
892153ed-2886-43ae-91c3-beae3701628d,179c1939-315a-4a3e-9e9a-f7143980496f,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-03-10,2026-04-09,180.68,Utilities Budget,Monthly utilities spending,monthly
8f860089-c915-45b5-9b5b-eddde500894b,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-04-10,2026-05-09,265.81,Food & Dining Budget,Monthly food & dining spending,monthly
65957e4f-4f0c-4214-93ef-d2157b91172f,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-04-10,2026-05-09,119.26,Entertainment Budget,Monthly entertainment spending,monthly
d9a3f0f1-46b4-492c-93a9-0c45466fc883,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-05-10,2026-06-09,199.59,Food & Dining Budget,Monthly food & dining spending,monthly
875c7f17-3cb3-4ae6-9e94-b9f40b14d764,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-05-10,2026-06-09,124.09,Entertainment Budget,Monthly entertainment spending,monthly
b6d40c02-006c-4209-8dc7-5fd55de1dec7,179c1939-315a-4a3e-9e9a-f7143980496f,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-06-10,2026-07-09,274.04,Food & Dining Budget,Monthly food & dining spending,monthly
99741c01-bb92-475b-8610-681cb64d7b87,179c1939-315a-4a3e-9e9a-f7143980496f,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-06-10,2026-07-09,164.33,Transport Budget,Monthly transport spending,monthly
0c4adaca-e65b-4e6f-b563-25b71f50d1e8,179c1939-315a-4a3e-9e9a-f7143980496f,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-06-10,2026-07-09,109.64,Entertainment Budget,Monthly entertainment spending,monthly
a90faf1b-0bf1-48aa-8ad0-8b3c28095340,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-07-10,2025-08-09,320.39,Food & Dining Budget,Monthly food & dining spending,monthly
7d883107-c7df-4b81-9b13-852d7e11cd73,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-07-10,2025-08-09,149.78,Transport Budget,Monthly transport spending,monthly
c002b634-5dc3-4abd-9414-25a2943f76fa,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-07-10,2025-08-09,230.69,Utilities Budget,Monthly utilities spending,monthly
8803ccea-b289-4137-b56e-ec2fb6bfce4d,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-07-10,2025-08-09,74.01,Entertainment Budget,Monthly entertainment spending,monthly
90b3cdab-9262-4f98-b3ed-bd73d4e2037c,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-08-10,2025-09-09,87.93,Entertainment Budget,Monthly entertainment spending,monthly
6ae138cd-ef0d-46f5-882c-dd0b66cf64f4,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-08-10,2025-09-09,191.52,Transport Budget,Monthly transport spending,monthly
19fecb2e-4e0e-419f-b628-b63664168614,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-08-10,2025-09-09,384.31,Food & Dining Budget,Monthly food & dining spending,monthly
3d071f56-e750-490b-b543-0b4a2f9a0586,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-08-10,2025-09-09,255.69,Utilities Budget,Monthly utilities spending,monthly
184d10cb-bb40-4542-9f9a-e293a430791a,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-09-10,2025-10-09,80.38,Entertainment Budget,Monthly entertainment spending,monthly
8caa64a1-baf0-4cdb-9088-a81569079a9a,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-09-10,2025-10-09,177.35,Utilities Budget,Monthly utilities spending,monthly
5a5d5c24-a5ff-45d2-8bf1-38b1f910a502,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-09-10,2025-10-09,152.99,Transport Budget,Monthly transport spending,monthly
40af8c3e-9a6d-449f-816d-ecc00df77aeb,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-09-10,2025-10-09,269.79,Food & Dining Budget,Monthly food & dining spending,monthly
d230cea6-9ce9-4fba-ada6-fab830166ec1,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-10-10,2025-11-09,103.48,Transport Budget,Monthly transport spending,monthly
a6f686ca-4904-4bb8-b493-ab80ef092da2,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-10-10,2025-11-09,122.74,Entertainment Budget,Monthly entertainment spending,monthly
50744151-d2e8-4e8a-a0d2-4dd52080d721,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-10-10,2025-11-09,236.26,Food & Dining Budget,Monthly food & dining spending,monthly
a6a07729-5bb9-4c5d-8d31-366e32540142,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-10-10,2025-11-09,218.94,Utilities Budget,Monthly utilities spending,monthly
f36f4a80-889d-4784-9f73-33b672529ce3,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-11-10,2025-12-09,164.46,Transport Budget,Monthly transport spending,monthly
36a33e95-063d-41b8-ba18-75bdb5153ff2,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-11-10,2025-12-09,157.06,Entertainment Budget,Monthly entertainment spending,monthly
a2bc2351-7fa6-4e2e-989a-1e8260c2f1d8,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-12-10,2026-01-09,412.34,Food & Dining Budget,Monthly food & dining spending,monthly
5106ed1e-97f7-48e4-9e4a-fe6890027d78,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-12-10,2026-01-09,215.85,Utilities Budget,Monthly utilities spending,monthly
46dbbf42-9dde-46e8-a93e-207b697b3433,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-01-10,2026-02-09,190.92,Transport Budget,Monthly transport spending,monthly
cd709b0f-6eaf-4f15-8a60-498f29ef81fd,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-01-10,2026-02-09,452.35,Food & Dining Budget,Monthly food & dining spending,monthly
5fb44f05-d289-4664-8931-4e53e772cb0d,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-01-10,2026-02-09,107.02,Entertainment Budget,Monthly entertainment spending,monthly
62359d33-15b8-4abe-88c5-d5f5ae084541,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-01-10,2026-02-09,191.77,Utilities Budget,Monthly utilities spending,monthly
4cc62b9a-fb1f-43ef-a4a6-90d4ddd88858,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-02-10,2026-03-09,70.52,Entertainment Budget,Monthly entertainment spending,monthly
d4dbeb90-abd6-498f-b0ed-1936f981a8a2,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-02-10,2026-03-09,147.18,Utilities Budget,Monthly utilities spending,monthly
a13ccab8-070b-422c-8f12-53aa6b30ef33,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-03-10,2026-04-09,175.62,Transport Budget,Monthly transport spending,monthly
6b901e9e-0c2b-4454-9f2f-1e373610bfa7,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-03-10,2026-04-09,407.32,Food & Dining Budget,Monthly food & dining spending,monthly
08bf25db-1a30-4e3f-8964-2e4b5de75fec,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-03-10,2026-04-09,142.68,Entertainment Budget,Monthly entertainment spending,monthly
8121b5fa-c7c8-4f51-85a6-24444c67967c,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-03-10,2026-04-09,193.42,Utilities Budget,Monthly utilities spending,monthly
9fed8bc2-fa6e-4014-a07f-ebc5ec8fbfdc,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-04-10,2026-05-09,194.28,Utilities Budget,Monthly utilities spending,monthly
c7e3e475-e29c-4f34-8814-65117e979396,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-04-10,2026-05-09,183.93,Food & Dining Budget,Monthly food & dining spending,monthly
999cc9d9-51e7-4e51-9b65-a83917089e3f,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-05-10,2026-06-09,66.8,Entertainment Budget,Monthly entertainment spending,monthly
9f59f33a-49c1-41a1-9f4e-2b217c794d61,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-05-10,2026-06-09,298.48,Food & Dining Budget,Monthly food & dining spending,monthly
27f8fdf0-19e8-4a90-9d17-23c67ef9547c,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-05-10,2026-06-09,190.3,Transport Budget,Monthly transport spending,monthly
